"row.names","yn","agen","sensn","frn","alcmov"
784,0,1,1,1,5.39088149758224
785,0,4,0,1,3.8197806020595
786,0,3,0,1,3.51116264326042
787,1,4,1,3,3.19273057002677
788,0,0,0,1,4.04849452202758
789,0,1,0,1,3.90544678770681
790,0,0,1,1,3.86965661495249
791,0,1,0,1,4.80128504401193
792,0,3,0,1,5.10141947774985
793,1,0,1,1,0
794,1,3,1,2,3.68102426178619
795,0,3,0,1,4.36707906763397
796,0,0,1,1,4.78083697111227
797,0,3,1,1,4.63767942923211
798,0,0,0,1,0
799,0,1,0,1,2.57006445326262
800,0,1,0,1,3.78441458905496
801,0,4,1,1,5.10046934036945
802,0,3,1,1,4.57289006499147
803,0,1,1,1,4.73729433891513
804,0,1,0,1,2.89604240926709
805,0,2,0,2,1.237198461304
806,0,1,0,1,3.80127564140457
807,0,4,0,2,4.49883449746684
808,0,2,0,1,4.17257570286508
809,0,4,1,2,4.01277289473192
810,0,0,0,1,4.03763851402388
811,1,3,1,1,5.00636389623961
812,1,4,0,2,5.21261738516256
813,0,0,1,1,2.77000271213798
814,0,3,0,1,4.31402529710251
815,0,2,0,1,4.83872094184364
816,0,2,1,1,3.38706286054567
817,1,2,1,1,4.71203287634418
818,0,0,0,1,4.43032067432324
819,1,3,1,2,4.81200762313002
820,0,0,0,2,3.76469827735012
821,1,4,1,3,5.09218255970921
822,0,1,0,1,3.83406146395843
823,0,3,1,1,4.83380971510828
824,1,1,0,1,3.37862570726388
825,0,2,0,1,4.92774604687282
826,0,2,1,1,4.36672421930563
827,0,0,0,1,3.92672360896141
828,0,4,1,3,5.08335454462144
829,0,3,0,1,4.41902884309127
830,0,1,1,1,3.19893808712666
831,1,3,1,3,4.9643419644632
832,0,2,0,1,4.70394068335019
833,0,3,1,1,4.36400810142795
834,1,4,1,3,5.06641959759412
835,0,2,1,1,5.09494463418075
836,0,3,1,3,4.33791575689822
837,0,3,1,1,3.90228504063455
838,0,3,1,2,4.7725392387438
839,0,2,0,1,4.44619050024673
840,0,2,0,1,4.22790373817241
841,0,0,1,1,3.42159399031509
842,0,0,0,1,4.62060601081245
843,1,4,1,3,5.19223764904856
844,0,4,0,2,2.9633288080973
845,0,3,1,1,5.49844395899034
846,0,3,1,2,4.69253861846817
847,0,1,0,1,4.12317891455233
848,0,1,1,1,3.33453821891303
849,0,3,0,1,3.87571978518027
850,0,0,0,1,3.41658230778159
851,0,1,0,1,4.24002297808083
852,0,3,0,2,3.71897746470681
853,0,1,1,1,5.05477784368509
854,0,3,1,1,4.66755222404064
855,0,3,0,1,5.03594203939728
856,0,3,1,1,5.407291371318
857,1,4,1,2,4.93837432311792
858,0,1,1,1,4.2693879578383
859,0,0,0,1,2.80154571382057
860,0,1,0,1,4.42855776488768
861,0,2,1,1,3.57242820764319
862,0,4,0,2,3.70244253014889
863,0,1,0,1,4.76617929020742
864,1,4,1,2,4.45112587969405
865,0,4,0,1,4.49999182672598
866,0,1,0,1,4.82704975521966
867,0,3,0,1,5.27772213549058
868,0,3,0,1,4.01277289473192
869,0,3,1,2,4.49019840348905
870,0,0,0,1,4.65467435184757
871,1,4,1,3,2.903512501657
872,1,3,1,1,4.54877622346131
873,0,0,0,1,0
874,0,3,0,1,4.06316162442877
875,0,0,1,1,2.94968835502482
876,0,1,0,1,3.88427312137447
877,0,1,1,1,4.64327690079093
878,0,1,0,1,4.33034396459482
879,0,2,0,1,4.15109655405035
880,0,2,1,1,4.47993471375823
881,0,2,0,1,3.84051985779848
882,0,3,0,1,4.23956660153005
883,0,2,0,1,3.91040006135897
884,0,3,0,1,4.70304997079633
885,0,1,0,1,4.97324835590622
886,0,3,1,1,4.12290374765266
887,0,2,1,1,4.32223361073444
888,0,1,1,1,5.55903196972761
889,0,2,0,1,4.72780916958349
890,0,2,0,1,4.19036471720712
891,0,2,0,1,3.76575529671517
892,0,1,1,1,4.1021709876574
893,0,0,0,1,3.59877885020082
894,0,4,0,1,1.58769794675757
895,0,2,0,1,5.10771549813195
896,0,4,0,3,4.38179934825668
897,1,1,1,1,4.72726047398412
898,0,1,0,1,4.61065514656931
899,0,0,0,1,4.00300336832444
900,0,2,0,1,4.12810555361817
901,1,3,1,1,2.47546374518029
902,0,0,0,1,0
903,1,4,1,3,5.36570110512621
904,1,4,1,3,4.82216720044094
905,0,0,1,1,5.0263893492522
906,0,2,0,1,4.74506905003525
907,0,3,1,1,4.39211334109705
908,0,1,1,1,4.30252204392093
909,0,1,0,1,3.55736280647567
910,0,0,1,1,3.74647430122679
911,0,3,1,2,4.8070015055503
912,0,2,0,1,5.00300063327995
913,0,1,0,1,4.85350718910497
914,1,1,0,1,3.98669260485648
915,1,4,1,3,5.2040066870768
916,0,3,1,1,4.39992110373353
917,1,3,1,2,4.05743124865376
918,0,0,0,1,4.08696443985407
919,0,0,0,1,4.39263199130243
920,0,1,0,3,3.71382873497575
921,0,2,0,1,3.68102426178619
922,0,1,0,1,4.24943463309829
923,0,0,0,1,4.01277289473192
924,0,0,1,1,3.96488651566108
925,0,4,0,1,4.175475802642
926,0,4,0,1,3.10432283083072
927,0,4,1,2,4.21701596218347
928,0,0,0,1,0
929,0,3,0,1,3.38706286054567
930,0,0,0,1,3.58755605285492
931,0,0,0,1,4.78083697111227
932,0,2,1,1,4.6886145767698
933,0,4,1,2,4.09318110236023
934,0,3,1,1,4.67539777869831
935,0,0,1,1,3.74249725326471
936,1,3,0,2,4.0545787735809
937,0,0,1,1,5.0110273681041
938,0,2,0,3,2.42210028035976
939,0,0,0,1,3.45973385859836
940,0,0,0,1,2.69576122950531
941,0,1,0,1,3.01858739920002
942,0,2,1,1,5.28694866578171
943,0,0,0,1,0
944,0,4,0,1,4.39992110373353
945,0,0,1,1,3.48057094367022
946,1,2,1,2,4.3069458818771
947,0,0,0,1,5.22072221632618
948,0,0,0,1,1.63191079371747
949,0,4,1,2,4.28559607077502
950,0,4,0,1,4.58704394208241
951,0,3,0,1,5.2315083661763
952,0,2,1,1,5.38541205941291
953,0,1,0,1,3.64673379792669
954,0,4,1,1,2.54978480011562
955,0,1,0,1,5.09133715197054
956,1,3,1,1,3.14909989824251
957,0,4,0,1,4.62849601725438
958,0,1,0,1,2.85960012903173
959,0,1,1,1,5.28292430669746
960,0,0,0,1,4.63767942923211
961,1,4,0,2,4.92548076808563
962,1,4,1,2,4.83380971510828
963,0,3,1,1,5.31878980982241
964,0,1,1,1,4.93203911558181
965,0,1,1,1,4.24969408195656
966,0,0,1,1,4.21701596218347
967,1,4,1,1,4.50609000735405
968,0,3,1,1,3.51635936836216
969,0,1,0,1,3.90036295960299
970,0,3,1,1,4.68171025026092
971,0,1,0,1,3.39344109142042
972,0,3,0,1,4.73901674691367
973,0,2,1,1,3.5127186522607
974,0,4,1,2,4.24781468651448
975,0,3,0,2,4.25905526375198
976,0,3,1,1,4.32452213425179
977,0,1,1,1,3.83406146395843
978,1,0,0,1,4.88270227310507
979,0,2,0,1,4.43966172436033
980,0,2,0,1,5.18469630451875
981,0,4,0,2,5.24301607979045
982,0,3,0,1,4.39416202216334
983,0,2,1,1,4.31011798279965
984,0,4,1,2,3.2403387850966
985,0,4,1,2,4.82655737402158
986,0,3,1,1,3.07121917273107
987,0,0,0,1,2.32272002991828
988,0,1,0,1,2.58038708931163
989,0,4,1,1,5.35166857387034
990,0,2,1,1,4.17984240468313
991,0,3,0,2,3.83406146395843
992,0,2,0,1,2.10900031614446
993,0,1,0,1,1.63191079371747
994,1,4,1,2,4.86216469362254
995,0,2,0,1,3.92565517340237
996,0,3,1,1,5.27772213549058
997,0,0,0,1,5.00455626662815
998,0,4,1,2,3.85306369942746
999,0,0,1,1,2.49920717188095
1000,0,3,1,2,5.49528117251104
1001,0,3,0,1,4.62232655259567
1002,0,3,1,1,4.29592395640901
1003,0,3,1,2,4.4839133540591
1004,0,1,0,1,4.4941145013941
1005,0,3,1,1,4.4533419288101
1006,0,2,1,1,4.61148049527136
1007,0,3,1,2,5.0110273681041
1008,1,3,1,2,4.22005227320216
1009,0,1,0,1,3.73722029133504
1010,0,2,0,1,0
1011,0,0,1,1,4.02035587538399
1012,0,3,0,1,5.24966981611015
1013,0,4,1,2,3.32954451571634
1014,0,3,1,1,3.52368317752666
1015,0,3,0,2,3.89341341617897
1016,0,1,1,1,4.35915681980748
1017,0,3,0,2,0
1018,0,1,1,1,3.48057094367022
1019,0,3,0,1,2.44835872137358
1020,0,4,1,2,4.12317891455233
1021,0,0,0,1,4.12264982759434
1022,0,2,1,1,2.80758736692155
1023,0,2,0,1,3.3998631280907
1024,0,3,1,3,3.71897746470681
1025,0,2,1,1,4.9923876400636
1026,0,2,1,1,4.36400810142795
1027,0,2,1,1,4.190108241364
1028,0,4,0,1,4.41060000040192
1029,0,3,1,2,3.88699006584437
1030,0,1,1,1,4.75978915737742
1031,0,2,1,1,4.88024349902342
1032,0,3,0,1,4.28610981032667
1033,0,0,0,1,4.35232514399202
1034,0,2,0,1,3.49116528296451
1035,1,2,0,2,5.29782270687059
1036,0,0,1,2,4.82577719780899
1037,0,2,0,1,3.43934912722708
1038,0,2,0,1,3.38706286054567
1039,0,4,0,1,2.39039526635975
1040,0,3,1,1,0
1041,0,3,1,1,3.58683022340458
1042,0,4,0,1,5.2040066870768
1043,0,0,1,1,4.35398563426519
1044,0,2,1,1,5.16341357265062
1045,0,2,0,1,1.70928326466489
1046,0,2,1,1,3.5740176269823
1047,1,4,1,2,4.90582337919543
1048,0,1,0,1,2.37804351619645
1049,1,4,1,2,3.36197664816382
1050,0,1,1,1,4.93542007919249
1051,0,2,0,1,4.80128504401193
1052,0,4,1,2,4.74908549176903
1053,0,2,1,1,3.81207991787807
1054,0,2,0,1,4.51633897228148
1055,1,4,0,2,5.3730468648747
1056,0,1,0,1,0
1057,0,0,0,1,3.71897746470681
1058,0,0,1,1,3.51490140360424
1059,0,2,1,1,4.34653578857519
1060,0,3,0,2,4.50051488628802
1061,0,1,0,1,3.26151796367819
1062,0,4,0,1,3.40882867345726
1063,0,3,0,1,4.47957388445581
1064,1,0,1,1,5.38917547026593
1065,0,3,0,2,3.40416912488433
1066,0,0,1,1,3.2403387850966
1067,0,4,1,2,4.87134212407301
1068,0,0,0,1,4.5068745666418
1069,0,2,1,1,3.85466429543594
1070,0,3,1,1,5.09925644851052
1071,0,4,1,1,5.12649056496611
1072,0,3,1,1,3.86270794232342
1073,0,1,0,1,2.46180232180656
1074,0,0,0,1,3.02739621941301
1075,0,1,1,1,5.03991268269914
1076,1,3,1,1,4.08606119397728
1077,0,1,0,3,2.92301218109248
1078,0,2,1,2,3.95416583136796
1079,0,1,0,1,4.29592395640901
1080,0,1,0,1,3.94507086537945
1081,1,3,1,1,5.23202494820554
1082,0,4,0,1,4.05580022041649
1083,0,1,0,1,3.10432283083072
1084,0,4,1,2,4.12547490763814
1085,0,3,0,1,4.05287131401553
1086,0,0,0,1,1.40310150327813
1087,0,1,1,1,4.66755222404064
1088,0,0,0,1,2.18746242580617
1089,0,3,0,1,4.00462476168488
1090,0,3,0,1,4.23554035516859
1091,0,0,1,1,3.65605487561597
1092,0,2,1,1,4.03763851402388
1093,1,4,1,2,5.11749471634969
1094,0,3,0,1,3.83406146395843
1095,0,2,1,1,3.77096334638283
1096,0,0,0,1,5.00588505657972
1097,0,2,1,2,4.8463820615103
1098,1,2,1,2,4.01724655644551
1099,0,2,0,2,3.43934912722708
1100,0,3,1,1,2.19232858039558
1101,0,4,1,1,4.57792156950407
1102,0,1,1,1,4.42923781227605
1103,0,2,1,2,2.61752389543717
1104,0,0,0,1,3.42600138961351
1105,0,0,1,1,2.98184317806595
1106,0,4,0,1,1.95066074729413
1107,0,1,0,1,4.55575789535472
1108,0,2,0,1,4.93378847983443
1109,0,0,1,1,4.99892865091441
1110,0,2,1,2,4.57755842654209
1111,1,3,1,2,4.31064775493472
1112,0,3,1,1,4.23847214265333
1113,0,1,0,1,2.80422582698243
1114,0,1,0,2,4.33620078918866
1115,0,4,1,1,5.67995239992588
1116,0,1,0,1,3.8452444284096
1117,0,3,0,1,4.28286029553278
1118,0,4,0,1,5.46454289619656
1119,1,1,1,1,4.2216402016963
1120,0,2,1,1,4.28773863353033
1121,0,0,1,1,4.86671824173421
1122,0,2,0,1,3.56886172945215
1123,0,3,1,1,4.01724655644551
1124,0,0,0,1,3.34561951597793
1125,0,4,1,1,4.10006585055193
1126,0,2,1,1,4.52461615910609
1127,0,1,0,1,4.78202812150947
1128,0,0,0,1,3.47218058577895
1129,0,1,0,1,3.77478725035163
1130,0,0,1,1,3.18656449981089
1131,0,3,0,1,4.3614928307857
1132,0,3,1,1,3.83406146395843
1133,0,0,1,1,4.14756255246939
1134,0,1,1,2,3.95492764419167
1135,0,4,1,1,4.22583139777466
1136,0,3,0,1,2.26374521246618
1137,0,4,1,1,4.42879696715472
1138,0,1,1,1,4.31402529710251
1139,0,2,1,1,4.6750611830922
1140,0,0,1,1,3.55053006399382
1141,0,4,0,1,4.49675486198826
1142,0,2,1,1,2.78563351534471
1143,0,3,0,1,3.77037641086135
1144,0,2,0,1,1.68910533020338
1145,0,4,1,1,4.94328945069774
1146,0,2,1,2,5.19484089175612
1147,0,4,1,1,4.40839992953758
1148,0,3,0,2,3.64596119384644
1149,0,3,0,1,3.90662385845199
1150,0,3,0,1,3.99453552343815
1151,0,4,1,2,5.07125991591269
1152,0,2,0,1,3.00553259246098
1153,1,4,1,3,5.42065456431627
1154,1,4,1,3,4.22005227320216
1155,0,4,0,1,4.31809400904611
1156,0,2,0,1,4.0655157060346
1157,0,3,0,1,4.09318110236023
1158,1,3,0,2,3.88796227895586
1159,0,3,0,1,5.2253959882278
1160,0,1,1,1,1.74069399339387
1161,0,0,0,1,3.34857227300494
1162,0,0,1,1,3.70917214990557
1163,0,3,1,2,5.1467034571392
1164,0,0,0,1,1.55433925337324
1165,1,4,0,2,4.81167075904969
1166,0,1,0,1,4.45387256427516
1167,0,0,1,1,4.06316162442877
1168,1,4,1,1,4.9723540483594
1169,0,1,1,1,4.90991656299561
1170,0,0,1,1,3.46662838200039
1171,0,2,1,3,2.15111148590192
1172,0,4,1,2,5.03948077753962
1173,0,2,1,1,4.71861793725682
1174,0,4,1,2,2.79355382201545
1175,0,3,0,1,4.11068648870146
1176,0,0,0,2,3.56530870869838
1177,0,4,0,2,2.05798661587062
1178,0,4,0,1,4.19672192634483
1179,1,4,1,2,4.69683736059166
1180,1,4,1,2,5.13420199164905
1181,0,2,0,1,3.28481867011173
1182,0,1,1,1,4.84350212878795
1183,0,3,1,1,5.54823691510132
1184,1,3,1,1,4.11632344820883
1185,0,1,1,1,5.76236821636604
1186,0,2,1,1,3.33068360604385
1187,0,2,1,1,3.01858739920002
1188,1,3,1,2,5.07374734130276
1189,0,4,0,2,3.96488651566108
1190,1,4,1,3,4.51001924948532
1191,0,3,1,1,4.31250399303993
1192,0,4,0,1,2.64226965734617
1193,0,3,0,1,3.8253655142333
1194,0,2,1,1,4.18227690213776
1195,0,2,0,1,4.37821507769525
1196,0,3,0,1,4.57755842654209
1197,0,4,0,1,4.07775472873003
1198,0,2,1,1,3.71177708376407
1199,0,2,0,1,3.33754734103438
1200,0,1,1,1,4.39992110373353
1201,0,1,0,1,3.99333188363779
1202,0,1,0,1,3.66284412787629
1203,0,3,0,2,5.13379105970268
1204,0,3,0,1,4.7516960454182
1205,0,0,1,1,4.07921004986092
1206,0,4,0,1,3.86513428401806
1207,0,2,0,2,3.95277627200075
1208,0,2,1,2,4.3480212257607
1209,0,0,0,1,3.14013000409381
1210,0,1,0,1,4.74294259376191
1211,1,4,1,3,5.39623222507109
1212,0,0,1,1,3.60422219737361
1213,0,0,0,1,3.61630878178823
1214,0,4,0,1,4.97027064076001
1215,0,1,1,1,5.19547028773144
1216,0,2,1,1,5.02054856000923
1217,0,3,0,1,4.37286316933935
1218,0,0,1,1,4.55231622615333
1219,0,0,1,1,4.01277289473192
1220,0,4,0,1,4.04607148960329
1221,0,1,0,1,4.70856451367796
1222,0,2,1,1,4.28327902366774
1223,0,2,1,1,4.65495581747586
1224,0,3,1,1,4.4415599270617
1225,0,2,1,1,5.40747320685175
1226,0,1,0,1,2.13278755025223
1227,0,3,0,1,4.26814219193498
1228,1,4,1,3,4.50564680502974
1229,0,1,1,1,4.70970683025257
1230,0,2,0,1,3.60250804785865
1231,0,1,0,1,0
1232,0,4,1,1,4.80128504401193
1233,0,2,1,2,3.97270406521994
1234,0,1,0,1,3.02887271018003
1235,0,2,1,1,2.32272002991828
1236,0,4,1,1,3.98256617807635
1237,0,2,0,1,1.81993036385539
1238,0,0,0,1,3.56886172945215
1239,0,1,0,1,3.12324556363088
1240,0,3,1,1,4.14968137180019
1241,0,1,0,1,3.91665224282764
1242,0,4,0,1,3.00553259246098
1243,0,2,1,2,4.06639996929131
1244,0,4,0,1,2.14495613018218
1245,0,2,1,1,3.28368029040627
1246,0,0,1,1,4.24969408195656
1247,0,3,1,1,4.08181425929649
1248,1,3,1,3,2.7584587270359
1249,1,4,1,2,4.12317891455233
1250,0,3,0,1,4.107257754806
1251,0,3,1,1,4.18716411357693
1252,0,4,1,1,3.88796227895586
1253,1,4,1,3,4.42855776488768
1254,0,3,0,1,1.87590416190903
1255,1,3,0,1,4.72556421703696
1256,0,4,1,1,3.8412825936955
1257,0,3,1,1,3.34561951597793
1258,0,3,0,1,3.75293392800861
1259,0,2,1,1,3.92270262169778
1260,0,4,0,1,2.21209473629658
1261,0,0,0,1,4.3069458818771
1262,0,3,0,1,3.93208357770599
1263,0,0,0,1,2.08307570102819
1264,1,2,1,2,5.50928454676578
1265,1,3,1,3,4.25057970744538
1266,0,1,1,1,2.46180232180656
1267,0,1,1,1,3.31374243041135
1268,0,2,0,1,3.27108870210815
1269,0,3,1,2,4.75383186901113
1270,0,2,1,1,3.98853225610907
1271,0,2,1,1,3.64095427980759
1272,1,3,1,2,5.07374734130276
1273,0,4,0,1,3.65986787874914
1274,0,2,0,1,3.83406146395843
1275,0,3,0,1,4.18629981635237
1276,0,4,1,1,4.2667737359739
1277,0,3,0,1,4.42212110020479
1278,0,4,1,2,5.0110273681041
1279,0,3,1,2,2.5908351794112
1280,0,3,1,1,0
1281,0,3,0,1,4.13843391817682
1282,0,2,1,1,3.91371651691679
1283,0,1,0,1,2.94968835502482
1284,0,2,1,2,4.29592395640901
1285,1,2,1,1,4.39416202216334
1286,0,2,0,1,3.48903690431229
1287,0,3,0,1,4.27298760950626
1288,0,1,1,1,4.27731493684246
1289,1,4,1,3,4.62849601725438
1290,0,4,0,1,4.96582078281955
1291,1,4,1,3,5.36570110512621
1292,0,3,1,3,4.8592293841818
1293,0,0,0,1,3.36197664816382
1294,0,2,0,1,4.82639735142608
1295,0,1,1,2,4.35698158924737
1296,1,4,0,2,4.82035988688654
1297,0,4,0,1,4.13894237833204
1298,0,0,0,1,3.87571978518027
1299,0,0,1,1,4.44196904572395
1300,0,3,1,1,3.86679791285338
1301,0,2,0,1,4.16813070833972
1302,0,2,0,1,3.93531402828065
1303,0,1,1,1,4.52944036900621
1304,0,4,0,1,4.53605749858152
1305,0,0,0,1,3.43265147639134
1306,0,1,0,1,3.15379435036854
1307,0,1,0,1,2.94968835502482
1308,1,3,1,2,4.52669639538828
1309,1,4,1,2,4.82357523338234
1310,0,4,1,2,4.31691442198855
1311,0,1,0,1,4.6149318792667
1312,0,1,0,1,2.88128670805458
1313,1,0,0,1,0
1314,0,0,1,1,5.22160988823284
1315,0,2,0,1,4.31585408881508
1316,1,4,0,1,4.60501392377979
1317,1,4,1,3,4.41060000040192
1318,0,4,1,1,4.41838586603951
1319,1,2,1,1,5.08149439726441
1320,0,3,1,2,4.47957388445581
1321,0,0,0,1,2.93093228431734
1322,0,0,0,1,3.94356333757647
1323,0,1,1,1,4.22135645994015
1324,1,4,1,2,4.58264107910884
1325,1,3,1,1,4.66781224521362
1326,0,1,1,1,4.66563064566338
1327,0,3,0,1,4.48767280174442
1328,0,3,1,1,4.35789517823509
1329,0,2,0,1,5.62083553615161
1330,0,0,0,1,2.24268697260574
1331,0,0,0,1,3.10432283083072
1332,0,2,0,1,4.11632344820883
1333,0,1,1,1,4.02927862609253
1334,0,4,1,2,4.98827326639763
1335,0,3,1,1,0
1336,1,0,0,1,0
1337,0,1,0,1,3.72735387712798
1338,0,3,1,1,5.14248193142352
1339,0,0,1,1,4.16264105990874
1340,0,4,0,1,3.94300852320931
1341,0,4,1,1,5.07845231720932
1342,0,4,0,1,4.03320365079558
1343,0,4,1,1,4.76708723837977
1344,0,1,0,1,3.82689439859289
1345,0,4,1,2,4.58408324585078
1346,0,2,0,1,4.87763714840722
1347,0,2,1,1,4.83491258345098
1348,0,2,1,1,4.83003771426686
1349,0,0,0,1,4.10468306074587
1350,0,0,1,1,2.30757265348368
1351,0,2,1,1,4.0584706440308
1352,1,2,1,1,4.41219201199217
1353,0,1,0,1,4.0189295056116
1354,0,4,0,1,4.78566716258083
1355,0,2,0,2,4.01628617086534
1356,0,4,1,1,4.62060601081245
1357,0,2,0,1,2.9633288080973
1358,1,4,1,2,5.47966328378279
1359,0,2,0,1,1.73006588288318
1360,0,1,1,1,4.1748058599714
1361,0,0,0,1,2.48237820584901
1362,0,3,0,1,4.08055947962531
1363,0,4,0,1,3.84087995867486
1364,0,1,0,1,3.92565517340237
1365,0,3,0,1,3.64596119384644
1366,1,4,1,1,4.86142604938768
1367,0,3,0,1,5.00336876300679
1368,0,3,0,1,4.6149318792667
1369,0,1,0,1,3.83406146395843
1370,0,3,1,1,4.46613565918836
1371,0,3,0,1,3.38706286054567
1372,0,1,0,1,3.28368029040627
1373,0,0,0,1,3.78814345705589
1374,1,4,0,2,4.42923781227605
1375,0,4,1,2,3.46860752105103
1376,0,3,0,1,4.43720657611571
1377,0,2,0,1,4.75816517332275
1378,0,2,0,1,3.91926940706318
1379,0,3,1,2,4.31402529710251
1380,0,1,0,1,5.01180678780524
1381,0,2,0,1,4.46169704663232
1382,0,1,1,1,4.23554035516859
1383,0,4,1,3,4.93064180328338
1384,0,2,1,1,4.70588689446272
1385,0,3,1,1,3.48057094367022
1386,0,4,1,1,4.11632344820883
1387,0,4,0,1,4.71433259309653
1388,0,0,1,1,3.03927584199162
1389,0,2,1,2,5.06761328191106
1390,1,4,1,2,4.90582337919543
1391,0,4,1,2,3.25676939021442
1392,0,4,1,1,3.73580449122663
1393,0,1,0,1,5.15024463693807
1394,0,3,1,3,4.33462048107745
1395,0,1,1,1,2.73954883859028
1396,0,1,0,1,4.39660115242286
1397,0,0,1,1,3.30438849278603
1398,0,2,0,1,2.22216355387089
1399,0,0,1,1,3.73181840795393
1400,0,0,1,2,0
1401,0,4,1,1,3.97771218761978
1402,0,4,0,1,3.85306369942746
1403,1,4,1,2,4.94567904249229
1404,0,3,1,1,4.22135645994015
1405,0,1,1,1,5.00803537997454
1406,0,0,0,2,3.69946678755835
1407,0,2,0,1,3.53477669527285
1408,0,2,1,1,3.65605487561597
1409,0,2,0,1,4.997634481919
1410,0,2,1,1,4.79100791808443
1411,0,4,0,2,5.27772213549058
1412,0,2,0,1,3.53850373763688
1413,0,2,1,2,4.41838586603951
1414,0,0,0,1,4.87549371910486
1415,0,4,1,2,3.11373526589378
1416,0,2,1,1,4.72702282399092
1417,0,3,1,2,4.43428741172004
1418,0,4,1,2,4.36400810142795
1419,0,0,0,1,2.85960012903173
1420,1,4,1,2,4.58264107910884
1421,1,3,1,2,2.82802859943682
1422,0,2,0,1,4.14569679512441
1423,0,0,1,1,2.48237820584901
1424,0,3,0,1,5.22687133571884
1425,0,0,0,1,3.27811183077482
1426,0,1,1,1,4.48821623617151
1427,0,3,1,2,4.66070656003655
1428,0,2,1,1,4.01628617086534
1429,0,3,1,1,3.87306243909781
1430,0,0,0,1,0
1431,0,1,0,1,2.6014117226817
1432,0,0,1,2,4.59410285120819
1433,0,3,1,1,4.83735912989287
1434,0,1,1,1,3.16898014184843
1435,0,4,1,1,4.67379516144045
1436,0,0,0,1,3.02887271018003
1437,0,4,0,1,5.2040066870768
1438,0,2,0,1,3.50188026433293
1439,0,4,1,1,4.43458895040217
1440,0,0,1,1,1.34237512718506
1441,0,1,1,1,4.22583139777466
1442,0,2,0,1,3.23223159643854
1443,0,3,1,1,5.36792695049803
1444,0,1,1,1,4.06117417849334
1445,0,2,1,1,4.52434802906422
1446,0,3,0,2,4.36400810142795
1447,0,3,0,2,4.54774610827232
1448,0,4,0,1,1.65044595532011
1449,0,0,1,1,0
1450,0,4,1,1,4.39106304133826
1451,0,2,0,1,3.66232021895162
1452,0,4,1,2,4.39516116633499
1453,0,4,1,2,4.32452213425179
1454,0,1,0,1,4.65798159168252
1455,0,0,1,1,3.41046798703013
1456,0,4,0,2,4.20529754985437
1457,0,4,0,2,4.18297351357748
1458,0,0,0,1,4.12547490763814
1459,0,0,0,1,3.82248438424523
1460,0,2,0,1,3.9045323279626
1461,0,0,1,1,0
1462,1,2,0,1,5.24017808564221
1463,0,1,0,1,2.89233059252085
1464,0,0,0,1,4.08606119397728
1465,0,3,0,1,0
1466,0,3,0,1,2.87037756994588
1467,1,4,1,2,4.14404136550877
1468,0,0,0,1,1.20915416491614
1469,0,1,0,1,4.1260159304543
1470,0,2,1,2,4.71109575041085
1471,1,4,1,2,5.33926362092584
1472,0,2,0,1,4.63166988955787
1473,0,0,0,1,3.09500638004479
1474,0,0,0,1,3.08578387599221
1475,1,4,1,2,3.95616691767126
1476,0,4,1,1,4.48163789935434
1477,1,2,1,3,3.03666388120713
1478,0,0,0,1,3.66057566426198
1479,0,1,0,1,3.25204510115113
1480,0,1,1,1,3.16230547337981
1481,0,0,0,1,3.72675307568947
1482,0,0,1,1,3.77817409239377
1483,0,2,0,1,4.51633897228148
1484,0,0,1,1,4.22208166648451
1485,0,3,1,1,1.52260653827486
1486,0,0,1,2,3.67985004955707
1487,1,1,1,1,3.21509511214302
1488,0,3,0,1,3.83990291958757
1489,0,0,1,1,3.61630878178823
1490,0,3,1,1,3.55965146728752
1491,0,2,1,1,4.94857070678705
1492,0,2,1,1,4.66892717565134
1493,0,0,0,1,0
1494,0,0,0,1,3.68618991219168
1495,0,1,0,1,3.84087995867486
1496,0,3,1,1,4.44307132349453
1497,0,1,0,3,3.72888477002814
1498,0,0,0,1,0
1499,0,4,0,1,4.24534741826503
1500,0,1,1,2,5.05461509047671
1501,0,0,0,1,3.7483359170199
1502,0,0,0,1,3.83406146395843
1503,0,1,0,1,5.23609314127218
1504,0,4,0,1,5.38268862539254
1505,0,0,0,1,3.66968228962158
1506,0,1,1,1,4.9017470608939
1507,0,3,1,1,3.77921862594877
1508,0,0,1,1,3.87959820285053
1509,0,3,0,1,4.64850333156832
1510,1,4,1,2,4.86700741387234
1511,1,2,1,1,4.55672373944387
1512,0,1,0,1,4.11632344820883
1513,0,3,1,1,0
1514,0,1,0,1,4.66892717565134
1515,0,2,0,1,2.91255970476032
1516,0,4,0,1,3.45973385859836
1517,0,4,0,2,4.68119866408134
1518,0,1,0,1,4.16045868232898
1519,0,1,0,1,3.56886172945215
1520,0,0,1,1,3.50909202957905
1521,1,4,0,2,5.39914258121499
1522,1,4,1,2,4.18716411357693
1523,0,1,0,1,4.89052602274593
1524,0,1,1,1,4.59554061133486
1525,0,1,1,1,4.4521522363686
1526,0,3,1,1,4.73043472743018
1527,0,2,1,1,4.21372634452002
1528,0,1,1,1,4.38571027523383
1529,0,2,0,1,3.81889502084485
1530,1,3,1,2,4.72556421703696
1531,0,0,0,1,2.55480986575781
1532,0,4,0,2,4.61375392185446
1533,1,4,1,2,4.28806470862228
1534,0,2,1,1,2.09737192315425
1535,0,3,0,2,3.9516308354145
1536,0,3,1,2,4.78637169284764
1537,0,0,1,1,4.52818506008927
