"10 mg/kg CisPlat, IV (2)"	YY2	0.158	3
"10 mg/kg CisPlat, IV (2)"	YY2	0.167	5
"10 mg/kg CisPlat, IV (2)"	YY2	0.144	7
"10 mg/kg CisPlat, IV (2)"	YY2	0.076	10
"10 mg/kg CisPlat, IV (2)"	YY2	0.067	12
"10 mg/kg CisPlat, IV (2)"	YY2	0.056	14
"10 mg/kg CisPlat, IV (2)"	ZZ2	0.075	-2
"10 mg/kg CisPlat, IV (2)"	ZZ2	0.152	-1
"10 mg/kg CisPlat, IV (2)"	ZZ2	0.271	0
"10 mg/kg CisPlat, IV (2)"	ZZ2	0.199	3
"10 mg/kg CisPlat, IV (2)"	ZZ4	0.05	-4
"10 mg/kg CisPlat, IV (2)"	ZZ4	0.076	-3
"10 mg/kg CisPlat, IV (2)"	ZZ4	0.099	-2
"10 mg/kg CisPlat, IV (2)"	ZZ4	0.157	-1
"10 mg/kg CisPlat, IV (2)"	ZZ4	0.217	0
"10 mg/kg CisPlat, IV (2)"	ZZ4	0.214	1
"10 mg/kg CisPlat, ITu (3)"	A3	0.021	-4
"10 mg/kg CisPlat, ITu (3)"	A3	0.015	-3
"10 mg/kg CisPlat, ITu (3)"	A3	0.222	0
"10 mg/kg CisPlat, ITu (3)"	A3	0.194	2
"10 mg/kg CisPlat, ITu (3)"	A3	0.1186421	4
"10 mg/kg CisPlat, ITu (3)"	A3	0.1078032	7
"10 mg/kg CisPlat, ITu (3)"	A3	0.1032463	9
"10 mg/kg CisPlat, ITu (3)"	A3	0.099	11
"10 mg/kg CisPlat, ITu (3)"	A3	0.041	14
"10 mg/kg CisPlat, ITu (3)"	A3	0.139	16
"10 mg/kg CisPlat, ITu (3)"	A3	0.141	18
"10 mg/kg CisPlat, ITu (3)"	A3	0.192	21
"10 mg/kg CisPlat, ITu (3)"	A3	0.263	22
"10 mg/kg CisPlat, ITu (3)"	A3	0.397	23
"10 mg/kg CisPlat, ITu (3)"	A3	0.404	24
"10 mg/kg CisPlat, ITu (3)"	A3	0.933	25
"10 mg/kg CisPlat, ITu (3)"	A3	1.191	26
"10 mg/kg CisPlat, ITu (3)"	D4	0.022	-6
"10 mg/kg CisPlat, ITu (3)"	D4	0.026	-5
"10 mg/kg CisPlat, ITu (3)"	D4	0.083	-4
"10 mg/kg CisPlat, ITu (3)"	D4	0.085	-3
"10 mg/kg CisPlat, ITu (3)"	D4	0.168	-2
"10 mg/kg CisPlat, ITu (3)"	D4	0.099	-1
"10 mg/kg CisPlat, ITu (3)"	D4	0.275	0
"10 mg/kg CisPlat, ITu (3)"	D4	0.399	2
"10 mg/kg CisPlat, ITu (3)"	D4	0.3333664	4
"10 mg/kg CisPlat, ITu (3)"	D4	0.2123397	7
"10 mg/kg CisPlat, ITu (3)"	D4	0.1315899	9
"10 mg/kg CisPlat, ITu (3)"	D4	0.19	11
"10 mg/kg CisPlat, ITu (3)"	D4	0.162	14
"10 mg/kg CisPlat, ITu (3)"	D4	0.484	16
"10 mg/kg CisPlat, ITu (3)"	D4	0.515	17
"10 mg/kg CisPlat, ITu (3)"	D4	0.548	18
"10 mg/kg CisPlat, ITu (3)"	D4	0.783	19
"10 mg/kg CisPlat, ITu (3)"	D4	0.913	20
"10 mg/kg CisPlat, ITu (3)"	D4	0.977	21
"10 mg/kg CisPlat, ITu (3)"	D4	1.058	22
"10 mg/kg CisPlat, ITu (3)"	E1	0.058	-5
"10 mg/kg CisPlat, ITu (3)"	E1	0.084	-4
"10 mg/kg CisPlat, ITu (3)"	E1	0.098	-3
"10 mg/kg CisPlat, ITu (3)"	E1	0.134	-2
"10 mg/kg CisPlat, ITu (3)"	E1	0.17	-1
"10 mg/kg CisPlat, ITu (3)"	E1	0.213	0
"10 mg/kg CisPlat, ITu (3)"	E1	0.606	1
"10 mg/kg CisPlat, ITu (3)"	E1	0.547	2
"10 mg/kg CisPlat, ITu (3)"	G2	0.035	-6
"10 mg/kg CisPlat, ITu (3)"	G2	0.06	-5
"10 mg/kg CisPlat, ITu (3)"	G2	0.074	-4
"10 mg/kg CisPlat, ITu (3)"	G2	0.102	-3
"10 mg/kg CisPlat, ITu (3)"	G2	0.118	-2
"10 mg/kg CisPlat, ITu (3)"	G2	0.199	-1
"10 mg/kg CisPlat, ITu (3)"	G2	0.311	0
"10 mg/kg CisPlat, ITu (3)"	G2	0.386	2
"10 mg/kg CisPlat, ITu (3)"	G2	0.2179542	4
"10 mg/kg CisPlat, ITu (3)"	G2	0.1736052	7
"10 mg/kg CisPlat, ITu (3)"	G2	0.1219323	9
"10 mg/kg CisPlat, ITu (3)"	G2	0.157	11
"10 mg/kg CisPlat, ITu (3)"	G2	0.148	14
"10 mg/kg CisPlat, ITu (3)"	G2	0.245	16
"10 mg/kg CisPlat, ITu (3)"	G2	0.349	18
"10 mg/kg CisPlat, ITu (3)"	G2	0.435	20
"10 mg/kg CisPlat, ITu (3)"	G2	0.602	21
"10 mg/kg CisPlat, ITu (3)"	G2	0.822	22
"10 mg/kg CisPlat, ITu (3)"	G2	0.831	23
"10 mg/kg CisPlat, ITu (3)"	G2	1.245	24
"10 mg/kg CisPlat, ITu (3)"	J1	0.031	-5
"10 mg/kg CisPlat, ITu (3)"	J1	0.083	-4
"10 mg/kg CisPlat, ITu (3)"	J1	0.085	-3
"10 mg/kg CisPlat, ITu (3)"	J1	0.123	-2
"10 mg/kg CisPlat, ITu (3)"	J1	0.174	-1
"10 mg/kg CisPlat, ITu (3)"	J1	0.293	0
"10 mg/kg CisPlat, ITu (3)"	J1	0.76	1
"10 mg/kg CisPlat, ITu (3)"	J1	0.51	3
"10 mg/kg CisPlat, ITu (3)"	J1	0.3864061	5
"10 mg/kg CisPlat, ITu (3)"	J1	0.2924262	8
"10 mg/kg CisPlat, ITu (3)"	J1	0.247921	10
"10 mg/kg CisPlat, ITu (3)"	J1	0.331	12
"10 mg/kg CisPlat, ITu (3)"	J1	0.305	15
"10 mg/kg CisPlat, ITu (3)"	J1	0.444	17
"10 mg/kg CisPlat, ITu (3)"	J1	0.647	18
"10 mg/kg CisPlat, ITu (3)"	J1	0.65	19
"10 mg/kg CisPlat, ITu (3)"	J1	0.802	20
"10 mg/kg CisPlat, ITu (3)"	J1	1.017	21
"10 mg/kg CisPlat, ITu (3)"	L3	0.245	0
"10 mg/kg CisPlat, ITu (3)"	L3	0.298	2
"10 mg/kg CisPlat, ITu (3)"	L3	0.1771021	4
"10 mg/kg CisPlat, ITu (3)"	L3	0.2225776	7
"10 mg/kg CisPlat, ITu (3)"	L3	0.03942615	9
"10 mg/kg CisPlat, ITu (3)"	L3	0.287	11
"10 mg/kg CisPlat, ITu (3)"	L3	0.328	14
"10 mg/kg CisPlat, ITu (3)"	L3	0.773	16
"10 mg/kg CisPlat, ITu (3)"	L3	1.115	17
"10 mg/kg CisPlat, ITu (3)"	AA2	0.138	-1
"10 mg/kg CisPlat, ITu (3)"	AA2	0.215	0
"10 mg/kg CisPlat, ITu (3)"	AA2	0.492	2
"10 mg/kg CisPlat, ITu (3)"	AA2	0.357	4
"10 mg/kg CisPlat, ITu (3)"	AA2	0.309	7
"10 mg/kg CisPlat, ITu (3)"	BB3	0.333	0
"10 mg/kg CisPlat, ITu (3)"	BB3	0.432	1
"10 mg/kg CisPlat, ITu (3)"	BB3	0.436	3
"10 mg/kg CisPlat, ITu (3)"	EE1	0.048	-4
"10 mg/kg CisPlat, ITu (3)"	EE1	0.081	-3
"10 mg/kg CisPlat, ITu (3)"	EE1	0.13	-2
"10 mg/kg CisPlat, ITu (3)"	EE1	0.163	-1
"10 mg/kg CisPlat, ITu (3)"	EE1	0.225	0
"10 mg/kg CisPlat, ITu (3)"	EE1	0.434	2
"10 mg/kg CisPlat, ITu (3)"	EE1	0.321	4
"10 mg/kg CisPlat, ITu (3)"	EE1	0.233	6
"10 mg/kg CisPlat, ITu (3)"	EE1	0.198	7
"10 mg/kg CisPlat, ITu (3)"	EE2	0.204	0
"10 mg/kg CisPlat, ITu (3)"	EE2	0.348	2
"10 mg/kg CisPlat, ITu (3)"	EE2	0.29	4
"10 mg/kg CisPlat, ITu (3)"	EE2	0.241	7
"10 mg/kg CisPlat, ITu (3)"	FF3	0.29	0
"10 mg/kg CisPlat, ITu (3)"	FF3	0.463	2
"10 mg/kg CisPlat, ITu (3)"	FF3	0.36	4
"10 mg/kg CisPlat, ITu (3)"	FF3	0.199	7
"10 mg/kg CisPlat, ITu (3)"	GG4	0.144	-2
"10 mg/kg CisPlat, ITu (3)"	GG4	0.234	-1
"10 mg/kg CisPlat, ITu (3)"	GG4	0.298	0
"10 mg/kg CisPlat, ITu (3)"	GG4	0.629	1
"10 mg/kg CisPlat, ITu (3)"	GG4	0.591	3
"10 mg/kg CisPlat, ITu (3)"	HH1	0.087	-2
"10 mg/kg CisPlat, ITu (3)"	HH1	0.155	-1
"10 mg/kg CisPlat, ITu (3)"	HH1	0.418	0
"10 mg/kg CisPlat, ITu (3)"	HH1	0.628	1
"10 mg/kg CisPlat, ITu (3)"	HH1	0.653	3
"10 mg/kg CisPlat, ITu (3)"	HH1	0.582	5
"10 mg/kg CisPlat, ITu (3)"	JJ1	0.06	-4
"10 mg/kg CisPlat, ITu (3)"	JJ1	0.053	-3
"10 mg/kg CisPlat, ITu (3)"	JJ1	0.121	-2
"10 mg/kg CisPlat, ITu (3)"	JJ1	0.153	-1
"10 mg/kg CisPlat, ITu (3)"	JJ1	0.2	0
"10 mg/kg CisPlat, ITu (3)"	JJ1	0.246	2
"10 mg/kg CisPlat, ITu (3)"	JJ1	0.202	3
"10 mg/kg CisPlat, ITu (3)"	NN4	0.032	-4
"10 mg/kg CisPlat, ITu (3)"	NN4	0.051	-3
"10 mg/kg CisPlat, ITu (3)"	NN4	0.106	-2
"10 mg/kg CisPlat, ITu (3)"	NN4	0.193	-1
"10 mg/kg CisPlat, ITu (3)"	NN4	0.298	0
"10 mg/kg CisPlat, ITu (3)"	NN4	0.4	1
"10 mg/kg CisPlat, ITu (3)"	NN4	0.355	3
"10 mg/kg CisPlat, ITu (3)"	NN4	0.216	6
"10 mg/kg CisPlat, ITu (3)"	NN4	0.197	8
"10 mg/kg CisPlat, ITu (3)"	NN4	0.202	10
"10 mg/kg CisPlat, ITu (3)"	NN4	0.188	13
"10 mg/kg CisPlat, ITu (3)"	NN4	0.181	14
"10 mg/kg CisPlat, ITu (3)"	PP2	0.033	-3
"10 mg/kg CisPlat, ITu (3)"	PP2	0.073	-2
"10 mg/kg CisPlat, ITu (3)"	PP2	0.115	-1
"10 mg/kg CisPlat, ITu (3)"	PP2	0.205	0
"10 mg/kg CisPlat, ITu (3)"	PP2	0.327	1
"10 mg/kg CisPlat, ITu (3)"	PP2	0.233	3
"10 mg/kg CisPlat, ITu (3)"	PP2	0.139	6
"10 mg/kg CisPlat, ITu (3)"	PP2	0.089	8
"10 mg/kg CisPlat, ITu (3)"	PP2	0.071	10
"10 mg/kg CisPlat, ITu (3)"	PP2	0.063	13
"10 mg/kg CisPlat, ITu (3)"	PP2	0.061	14
"10 mg/kg CisPlat, ITu (3)"	RR3	0.059	-3
"10 mg/kg CisPlat, ITu (3)"	RR3	0.107	-2
"10 mg/kg CisPlat, ITu (3)"	RR3	0.14	-1
"10 mg/kg CisPlat, ITu (3)"	RR3	0.258	0
"10 mg/kg CisPlat, ITu (3)"	RR3	0.344	2
"10 mg/kg CisPlat, ITu (3)"	RR3	0.335	3
"10 mg/kg CisPlat, ITu (3)"	RR4	0.046	-3
"10 mg/kg CisPlat, ITu (3)"	RR4	0.099	-2
"10 mg/kg CisPlat, ITu (3)"	RR4	0.174	-1
"10 mg/kg CisPlat, ITu (3)"	RR4	0.29	0
"10 mg/kg CisPlat, ITu (3)"	RR4	0.399	2
"10 mg/kg CisPlat, ITu (3)"	RR4	0.358	3
"10 mg/kg CisPlat, ITu (3)"	SS2	0.028	-4
"10 mg/kg CisPlat, ITu (3)"	SS2	0.052	-3
"10 mg/kg CisPlat, ITu (3)"	SS2	0.092	-2
"10 mg/kg CisPlat, ITu (3)"	SS2	0.163	-1
"10 mg/kg CisPlat, ITu (3)"	SS2	0.209	0
"10 mg/kg CisPlat, ITu (3)"	SS2	0.473	1
"10 mg/kg CisPlat, ITu (3)"	SS2	0.469	3
"10 mg/kg CisPlat, ITu (3)"	SS2	0.289	6
"10 mg/kg CisPlat, ITu (3)"	SS2	0.215	8
"10 mg/kg CisPlat, ITu (3)"	SS2	0.192	10
"10 mg/kg CisPlat, ITu (3)"	SS2	0.169	13
"10 mg/kg CisPlat, ITu (3)"	SS2	0.167	14
"10 mg/kg CisPlat, ITu (3)"	SS4	0.053	-3
"10 mg/kg CisPlat, ITu (3)"	SS4	0.093	-2
"10 mg/kg CisPlat, ITu (3)"	SS4	0.148	-1
"10 mg/kg CisPlat, ITu (3)"	SS4	0.209	0
"10 mg/kg CisPlat, ITu (3)"	SS4	0.305	2
"10 mg/kg CisPlat, ITu (3)"	SS4	0.24	4
"10 mg/kg CisPlat, ITu (3)"	SS4	0.153	7
"10 mg/kg CisPlat, ITu (3)"	SS4	0.134	9
"10 mg/kg CisPlat, ITu (3)"	SS4	0.111	11
"10 mg/kg CisPlat, ITu (3)"	SS4	0.102	14
"10 mg/kg CisPlat, ITu (3)"	VV1	0.038	-5
"10 mg/kg CisPlat, ITu (3)"	VV1	0.058	-4
"10 mg/kg CisPlat, ITu (3)"	VV1	0.085	-3
"10 mg/kg CisPlat, ITu (3)"	VV1	0.098	-2
"10 mg/kg CisPlat, ITu (3)"	VV1	0.152	-1
"10 mg/kg CisPlat, ITu (3)"	VV1	0.221	0
"10 mg/kg CisPlat, ITu (3)"	VV1	0.362	1
"10 mg/kg CisPlat, ITu (3)"	VV1	0.371	3
"10 mg/kg CisPlat, ITu (3)"	VV1	0.289	5
"10 mg/kg CisPlat, ITu (3)"	VV1	0.199	8
"10 mg/kg CisPlat, ITu (3)"	VV1	0.185	10
"10 mg/kg CisPlat, ITu (3)"	VV1	0.181	12
"10 mg/kg CisPlat, ITu (3)"	VV1	0.178	14
"10 mg/kg CisPlat, ITu (3)"	VV2	0.045	-3
"10 mg/kg CisPlat, ITu (3)"	VV2	0.069	-2
"10 mg/kg CisPlat, ITu (3)"	VV2	0.154	-1
"10 mg/kg CisPlat, ITu (3)"	VV2	0.239	0
"10 mg/kg CisPlat, ITu (3)"	VV2	0.489	1
"10 mg/kg CisPlat, ITu (3)"	YY4	0.102	-3
"10 mg/kg CisPlat, ITu (3)"	YY4	0.131	-2
"10 mg/kg CisPlat, ITu (3)"	YY4	0.195	-1
"10 mg/kg CisPlat, ITu (3)"	YY4	0.306	0
"10 mg/kg CisPlat, ITu (3)"	YY4	0.607	1
" 25 mg/kg CisPlat, ITu (4)"	H3	0.034	-6
" 25 mg/kg CisPlat, ITu (4)"	H3	0.047	-5
" 25 mg/kg CisPlat, ITu (4)"	H3	0.057	-4
" 25 mg/kg CisPlat, ITu (4)"	H3	0.094	-3
" 25 mg/kg CisPlat, ITu (4)"	H3	0.195	-2
" 25 mg/kg CisPlat, ITu (4)"	H3	0.191	-1
" 25 mg/kg CisPlat, ITu (4)"	H3	0.301	0
" 25 mg/kg CisPlat, ITu (4)"	H3	0.396	2
" 25 mg/kg CisPlat, ITu (4)"	H3	0.267803	4
" 25 mg/kg CisPlat, ITu (4)"	H3	0.265242	7
" 25 mg/kg CisPlat, ITu (4)"	H3	0.1911632	9
" 25 mg/kg CisPlat, ITu (4)"	H3	0.19	11
" 25 mg/kg CisPlat, ITu (4)"	H3	0.104	14
" 25 mg/kg CisPlat, ITu (4)"	H3	0.147	16
" 25 mg/kg CisPlat, ITu (4)"	H3	0.203	18
" 25 mg/kg CisPlat, ITu (4)"	H3	0.227	21
" 25 mg/kg CisPlat, ITu (4)"	H3	0.241	22
" 25 mg/kg CisPlat, ITu (4)"	H3	0.284	23
" 25 mg/kg CisPlat, ITu (4)"	H3	0.387	24
" 25 mg/kg CisPlat, ITu (4)"	H3	0.511	25
" 25 mg/kg CisPlat, ITu (4)"	H3	0.642	26
" 25 mg/kg CisPlat, ITu (4)"	H3	0.721	27
" 25 mg/kg CisPlat, ITu (4)"	H3	0.782	28
" 25 mg/kg CisPlat, ITu (4)"	H3	0.944	29
" 25 mg/kg CisPlat, ITu (4)"	H3	1.077	30
" 25 mg/kg CisPlat, ITu (4)"	I1	0.041	-7
" 25 mg/kg CisPlat, ITu (4)"	I1	0.062	-6
" 25 mg/kg CisPlat, ITu (4)"	I1	0.056	-5
" 25 mg/kg CisPlat, ITu (4)"	I1	0.064	-4
" 25 mg/kg CisPlat, ITu (4)"	I1	0.078	-3
" 25 mg/kg CisPlat, ITu (4)"	I1	0.096	-2
" 25 mg/kg CisPlat, ITu (4)"	I1	0.158	-1
" 25 mg/kg CisPlat, ITu (4)"	I1	0.35	0
" 25 mg/kg CisPlat, ITu (4)"	I1	1.511	1
" 25 mg/kg CisPlat, ITu (4)"	M1	0.022	-5
" 25 mg/kg CisPlat, ITu (4)"	M1	0.037	-4
" 25 mg/kg CisPlat, ITu (4)"	M1	0.105	-3
" 25 mg/kg CisPlat, ITu (4)"	M1	0.095	-2
" 25 mg/kg CisPlat, ITu (4)"	M1	0.101	-1
" 25 mg/kg CisPlat, ITu (4)"	M1	0.374	0
" 25 mg/kg CisPlat, ITu (4)"	M1	0.562	2
" 25 mg/kg CisPlat, ITu (4)"	M1	0.2382345	4
" 25 mg/kg CisPlat, ITu (4)"	M1	0.223127	7
" 25 mg/kg CisPlat, ITu (4)"	M1	0.08091895	9
" 25 mg/kg CisPlat, ITu (4)"	M1	0.176	11
" 25 mg/kg CisPlat, ITu (4)"	M1	0.151	14
" 25 mg/kg CisPlat, ITu (4)"	M1	0.153	16
" 25 mg/kg CisPlat, ITu (4)"	M1	0.179	18
" 25 mg/kg CisPlat, ITu (4)"	M1	0.429	21
" 25 mg/kg CisPlat, ITu (4)"	M1	0.531	23
" 25 mg/kg CisPlat, ITu (4)"	M1	0.534	24
" 25 mg/kg CisPlat, ITu (4)"	M1	0.884	25
" 25 mg/kg CisPlat, ITu (4)"	M1	1.069	26
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.034	-6
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.108	-5
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.094	-4
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.113	-3
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.166	-2
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.16	-1
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.296	0
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.328	2
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.429082	4
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.2718821	7
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.2036998	9
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.166	11
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.176	14
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.217	16
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.196	18
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.199	21
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.202	23
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.236	24
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.364	25
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.383	26
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.486	27
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.52	28
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.776	29
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.806	30
" 25 mg/kg CisPlat, ITu (4)"	Q4	0.879	31
" 25 mg/kg CisPlat, ITu (4)"	Q4	1.11	32
" 25 mg/kg CisPlat, ITu (4)"	R2	0.139	-2
" 25 mg/kg CisPlat, ITu (4)"	R2	0.193	-1
" 25 mg/kg CisPlat, ITu (4)"	R2	0.328	0
" 25 mg/kg CisPlat, ITu (4)"	R2	0.401	2
" 25 mg/kg CisPlat, ITu (4)"	R2	0.362	5
" 25 mg/kg CisPlat, ITu (4)"	R2	0.197	7
" 25 mg/kg CisPlat, ITu (4)"	R2	0.1291614	9
" 25 mg/kg CisPlat, ITu (4)"	R2	0.1042931	12
" 25 mg/kg CisPlat, ITu (4)"	R2	0.1891292	14
" 25 mg/kg CisPlat, ITu (4)"	R2	0.149	16
" 25 mg/kg CisPlat, ITu (4)"	R2	0.258	19
" 25 mg/kg CisPlat, ITu (4)"	R2	0.285	21
" 25 mg/kg CisPlat, ITu (4)"	R2	0.512	23
" 25 mg/kg CisPlat, ITu (4)"	R2	0.633	24
" 25 mg/kg CisPlat, ITu (4)"	R2	0.72	25
" 25 mg/kg CisPlat, ITu (4)"	R2	0.882	26
" 25 mg/kg CisPlat, ITu (4)"	R2	1.203	27
" 25 mg/kg CisPlat, ITu (4)"	S2	0.027	-8
" 25 mg/kg CisPlat, ITu (4)"	S2	0.024	-7
" 25 mg/kg CisPlat, ITu (4)"	S2	0.029	-6
" 25 mg/kg CisPlat, ITu (4)"	S2	0.049	-5
" 25 mg/kg CisPlat, ITu (4)"	S2	0.122	-2
" 25 mg/kg CisPlat, ITu (4)"	S2	0.128	-1
" 25 mg/kg CisPlat, ITu (4)"	S2	0.361	0
" 25 mg/kg CisPlat, ITu (4)"	S2	0.3385214	2
" 25 mg/kg CisPlat, ITu (4)"	S2	0.1888237	5
" 25 mg/kg CisPlat, ITu (4)"	S2	0.1423329	7
" 25 mg/kg CisPlat, ITu (4)"	S2	0.119	9
" 25 mg/kg CisPlat, ITu (4)"	S2	0.15	12
" 25 mg/kg CisPlat, ITu (4)"	S2	0.148	14
" 25 mg/kg CisPlat, ITu (4)"	S2	0.254	16
" 25 mg/kg CisPlat, ITu (4)"	S2	0.531	19
" 25 mg/kg CisPlat, ITu (4)"	S2	0.61	20
" 25 mg/kg CisPlat, ITu (4)"	S2	0.603	21
" 25 mg/kg CisPlat, ITu (4)"	S2	0.799	22
" 25 mg/kg CisPlat, ITu (4)"	S2	1.161	23
" 25 mg/kg CisPlat, ITu (4)"	UU1	0.047	-4
" 25 mg/kg CisPlat, ITu (4)"	UU1	0.077	-3
" 25 mg/kg CisPlat, ITu (4)"	UU1	0.123	-2
" 25 mg/kg CisPlat, ITu (4)"	UU1	0.184	-1
" 25 mg/kg CisPlat, ITu (4)"	UU1	0.27	0
" 25 mg/kg CisPlat, ITu (4)"	UU1	0.37	1
" 25 mg/kg CisPlat, ITu (4)"	UU1	0.27	3
" 25 mg/kg CisPlat, ITu (4)"	UU2	0.031	-5
" 25 mg/kg CisPlat, ITu (4)"	UU2	0.052	-4
" 25 mg/kg CisPlat, ITu (4)"	UU2	0.076	-3
" 25 mg/kg CisPlat, ITu (4)"	UU2	0.103	-2
" 25 mg/kg CisPlat, ITu (4)"	UU2	0.192	-1
" 25 mg/kg CisPlat, ITu (4)"	UU2	0.248	0
" 25 mg/kg CisPlat, ITu (4)"	UU2	0.265	2
" 25 mg/kg CisPlat, ITu (4)"	UU2	0.177	4
" 25 mg/kg CisPlat, ITu (4)"	UU2	0.093	7
